,int_list,area,ecc,patch,time,tfmt,cx,cy,geom,angle
10,10,936,0.9129478194467892,"Ellipse(xy=(49.27742792445794, 50.5761553170532), width=500, height=125, angle=2.492829071741216)",24000.0,2021-06-12 06:40:00,49277.42792445794,50576.1553170532,"LINEARRING (51.99582478924334 -11.86469924536871, 118.2338575756571 -8.980990143083233, 181.4814419277589 0.364160260937787, 227.80903151819 14.11259106106572, 274.1366211086212 27.86102186119366, 299.7617734497169 44.89023457959138, 299.0408461741456 61.44974277619481, 298.3199188985742 78.00925097279824, 271.3117725251269 92.74704415167167, 223.964637804098 102.4172944294087, 176.6175030830691 112.0875447071458, 112.7970638460863 115.9007189817606, 46.55903105967253 113.0170098794751, -19.67900172674121 110.1333007771896, -82.92658607884296 100.7881503731686, -129.2541756692741 87.03971957304068, -175.5817652597053 73.29128877291274, -201.2069176008011 56.26207605451502, -200.4859903252297 39.70256785791159, -199.7650630496584 23.14305966130815, -172.7569166762109 8.405266482434726, -125.4097819551821 -1.264983795302349, -78.06264723415322 -10.93523407303942, -14.2422079971704 -14.7484083476542, 51.99582478924334 -11.86469924536871)",2.492829071741216
11,11,928,0.9161166565198205,"Ellipse(xy=(60.409377003785224, 45.010180777390026), width=500, height=125, angle=4.555750464445987)",24600.0,2021-06-12 06:50:00,60409.37700378522,45010.18077739003,"LINEARRING (65.37369500833023 -17.29235164906717, 131.4649939577181 -12.02614155230257, 194.3351901372404 -0.410324973241849, 240.1378525841361 14.99684931346835, 285.9405150310318 30.40402360017854, 310.9360592338052 48.34462805822308, 309.619506709614 64.86745279557005, 308.3029541854229 81.39027753291703, 280.781795616359 95.1463070955941, 233.1172467341756 103.1059356411536, 185.4526978519922 111.0655641867132, 121.5363579486281 112.5789233006118, 55.44505899924022 107.3127132038472, -10.64623995014767 102.0465031070826, -73.51643612966994 90.43068652802191, -119.3190985765656 75.02351224131169, -165.1217610234613 59.61633795460151, -190.1173052262347 41.67573349655697, -188.8007527020436 25.15290875921, -187.4842001778524 8.630084021863027, -159.9630416087885 -5.125945540814037, -112.2984927266051 -13.0855740863736, -64.63394384442181 -21.04520263193317, -0.7176039410576607 -22.55856174583177, 65.37369500833023 -17.29235164906717)",4.555750464445987
12,12,952,0.91990583069788,"Ellipse(xy=(60.409377003785224, 33.8782316980632), width=500, height=125, angle=7.134716262613478)",25200.0,2021-06-12 07:00:00,60409.37700378522,33878.2316980632,"LINEARRING (68.17204706142051 -28.13782230069015, 133.9594461423677 -19.90308564644192, 196.2432964670641 -5.470111206610866, 241.3063029414513 11.98240592458432, 286.3693094158386 29.43492305577952, 310.5322771623607 48.48206215836758, 308.4735929987987 64.92891192860436, 306.4149088352366 81.37576169884116, 278.3026552048555 93.87950970229704, 230.328229665716 99.68635057448354, 182.3538041265765 105.49319144667, 118.4341060270971 104.1290223510648, 52.64670694614993 95.89428569681655, -13.14069213479722 87.65954904256833, -75.42454245949359 73.22657460273727, -120.4875489338809 55.77405747154208, -165.5505554082682 38.32154034034689, -189.7135231547903 19.27440123775883, -187.6548389912282 2.827551467522042, -185.5961548276662 -13.61929830271475, -157.483901197285 -26.12304630617064, -109.5094756581455 -31.92988717835713, -61.53505011900604 -37.73672805054363, 2.38464798047336 -36.37255895493838, 68.17204706142051 -28.13782230069015)",7.134716262613478
13,13,931,0.9251583338291571,"Ellipse(xy=(60.409377003785224, 28.312257158399095), width=500, height=125, angle=9.846532917981703)",25800.0,2021-06-12 07:10:00,60409.37700378522,28312.257158399094,"LINEARRING (71.09748603874652 -33.26707643053136, 136.4216066936204 -21.92899783369237, 197.9528482024458 -4.565384130531083, 242.1396688271926 14.99963030344722, 286.3264894519395 34.56464473742552, 309.5612310087168 54.73366313452584, 306.726711359507 71.06469329824432, 303.8921917102973 87.3957234619628, 275.2198368293003 98.55540911573326, 227.0244000738279 102.0859590268097, 178.8289633183556 105.6165089378862, 115.0453886236978 101.2296693441685, 49.72126796882392 89.89159074732954, -15.60285268605001 78.55351215049056, -77.13409419487535 61.18989844732927, -121.3209148196222 41.62488401335096, -165.507735444369 22.05986957937267, -188.7424770011463 1.89085118227235, -185.9079573519366 -14.44017898144613, -183.0734377027268 -30.77120914516462, -154.4010828217298 -41.93089479893507, -106.2056460662575 -45.46144471001156, -58.01020931078519 -48.99199462108805, 5.773365383872594 -44.60515502737036, 71.09748603874652 -33.26707643053136)",9.846532917981703
14,14,1011,0.9423118376919027,"Ellipse(xy=(49.27742792445794, 17.180308079073207), width=500, height=125, angle=11.572704308598759)",26400.0,2021-06-12 07:20:00,49277.42792445794,17180.308079073206,"LINEARRING (61.81562973719291 -44.04912516428721, 126.7685717667219 -30.74844520763548, 187.7488497493235 -11.53921670634913, 231.326265268485 9.347950727165475, 274.9036807876465 30.23511816068007, 297.5203308870625 51.09487982263085, 294.1951608978996 67.33311533001309, 290.8699909087367 83.57135083739533, 261.874486232176 93.8622801863101, 213.5945702171443 95.93944563634383, 165.3146542021125 98.01661108637754, 101.6921681412519 91.71042127908535, 36.73922611172297 78.40974132243363, -28.21371591780598 65.10906136578188, -89.19399390040759 45.89983286449554, -132.7714094195691 25.01266543098094, -176.3488249387307 4.125497997466343, -198.9654750381467 -16.73426366448444, -195.6403050489837 -32.97249917186667, -192.3151350598208 -49.21073467924891, -163.3196303832602 -59.5016640281637, -115.0397143682284 -61.57882947819741, -66.75979835319666 -63.65599492823113, -3.137312292336048 -57.34980512093895, 61.81562973719291 -44.04912516428721)",11.572704308598759
15,15,924,0.9455147663556095,"Ellipse(xy=(32.57950430546887, 0.482384460083209), width=500, height=125, angle=11.746651894524717)",27000.0,2021-06-12 07:30:00,32579.504305468872,482.38446008320904,"LINEARRING (45.30353804395747 -60.70870120949618, 110.2158004917096 -47.21088844168911, 171.1374791223661 -27.81661518196086, 214.6512813465068 -6.797245002916513, 258.1650835706475 14.22212517612783, 280.7183001757382 35.15045380209959, 277.3438469837864 51.37851941403762, 273.9693937918346 67.60658502597565, 244.9427799592355 77.80943794689775, 196.6567802654434 79.74001824733661, 148.3707805716513 81.67059854777547, 84.7677330147324 75.17128289746967, 19.85547056698027 61.6734701296626, -45.05679188077185 48.17565736185553, -105.9784705114284 28.78138410212728, -149.4922727355691 7.762013923082931, -193.0060749597098 -13.25735625596141, -215.5592915648004 -34.18568488193317, -212.1848383728487 -50.4137504938712, -208.8103851808969 -66.64181610580923, -179.7837713482978 -76.84466902673132, -131.4977716545057 -78.77524932717019, -83.21177196071356 -80.70582962760905, -19.60872440379465 -74.20651397730325, 45.30353804395747 -60.70870120949618)",11.746651894524717
16,16,850,0.9382313185562172,"Ellipse(xy=(21.44755522614159, -10.649564619243145), width=500, height=125, angle=10.895506870351582)",27600.0,2021-06-12 07:40:00,21447.555226141587,-10649.564619243145,"LINEARRING (33.26120755729809 -72.02291077698952, 98.36681419092778 -59.49084189480979, 159.5698676874079 -41.00368405059291, 203.3911059090898 -20.63301917573084, 247.2123441307717 -0.2623543008687914, 270.073957077672 20.32864304697542, 266.9409398571271 36.60504470538284, 263.8079226365821 52.88144636379027, 234.9360722273328 63.51435623168309, 186.6840785612078 66.16199932877275, 138.4320848950828 68.80964242586242, 74.7395095286148 63.25585042068294, 9.633902894985091 50.72378153850322, -55.47170373864461 38.1917126563235, -116.6747572351248 19.70455481210661, -160.4959954568066 -0.666110062755445, -204.3172336784885 -21.0367749376175, -227.1788466253888 -41.62777228546171, -224.0458294048439 -57.90417394386913, -220.912812184299 -74.18057560227656, -192.0409617750496 -84.81348547016938, -143.7889681089246 -87.46112856725905, -95.5369744427996 -90.10877166434872, -31.84439907633162 -84.55497965916923, 33.26120755729809 -72.02291077698952)",10.895506870351582
17,17,812,0.9330306098477691,"Ellipse(xy=(21.44755522614159, -16.215539158907255), width=500, height=125, angle=9.811371585874817)",28200.0,2021-06-12 07:50:00,21447.555226141587,-16215.539158907255,"LINEARRING (32.09787218296209 -77.80142024150007, 97.42893850030197 -66.50343194977461, 158.9708241420664 -49.17758206857159, 203.1696431234942 -29.63968792994153, 247.368462104922 -10.10179379131148, 270.6155766294441 10.05296208903979, 267.7910795565128 26.38572866837476, 264.9665824835814 42.71849524770973, 236.3010814884369 53.89577447881836, 188.1078204395865 57.45590034775785, 139.9145593907361 61.01602621669733, 76.12830458666096 56.66833021541101, 10.79723826932108 45.37034192368555, -54.53382804801879 34.07235363196009, -116.0757136897833 16.74650375075708, -160.274532671211 -2.79139038787298, -204.4733516526388 -22.32928452650303, -227.720466177161 -42.48404040685431, -224.8959691042296 -58.81680698618927, -222.0714720312983 -75.14957356552424, -193.4059710361537 -86.32685279663286, -145.2127099873033 -89.88697866557237, -97.01944893845291 -93.44710453451185, -33.23319413437778 -89.09940853322553, 32.09787218296209 -77.80142024150007)",9.811371585874817
18,18,772,0.929118416772195,"Ellipse(xy=(21.44755522614159, -27.34748823823268), width=500, height=125, angle=9.36900103251396)",28800.0,2021-06-12 08:00:00,21447.555226141587,-27347.48823823268,"LINEARRING (31.62206580325752 -89.0137621204461, 97.03841379930566 -78.22051513631035, 158.7122336458658 -61.37033092414076, 203.0605823809545 -42.17426697352096, 247.4089311160432 -22.97820302290116, 270.8109625010292 -3.003532928780995, 268.1126507549952 13.35055407023104, 265.4143390089613 29.70464106924307, 236.8359893341292 41.1029062081065, 188.6716515322886 45.03501389171903, 140.5073137304481 48.96712157533155, 76.68939264507381 45.11203262811647, 11.27304464902566 34.31878564398074, -54.14330334702248 23.525538659845, -115.8171231935826 6.675354447675403, -160.1654719286713 -12.5207095029444, -204.5138206637601 -31.71677345356419, -227.915852048746 -51.69144354768436, -225.2175403027121 -68.0455305466964, -222.5192285566781 -84.39961754570842, -193.940878881846 -95.79788268457185, -145.7765410800055 -99.72999036818439, -97.6122032781649 -103.6620980517969, -33.79428219279063 -99.80700910458182, 31.62206580325752 -89.0137621204461)",9.36900103251396
19,19,771,0.927023147842,"Ellipse(xy=(32.57950430546887, -32.91346277789678), width=500, height=125, angle=9.802104794897998)",29400.0,2021-06-12 08:10:00,32579.504305468872,-32913.462777896784,"LINEARRING (43.21986046813166 -94.50106559479235, 108.5527532225694 -83.21364383702326, 170.0974402732915 -65.89774772164186, 214.2994186577301 -46.36700237931164, 258.5013970421687 -26.83625703698143, 281.7517710124935 -6.685261315855062, 278.9299155730512 9.647961872754379, 276.1080601336089 25.98118506136382, 247.4443672819665 37.16310039012153, 199.2516826640123 40.73102079838952, 151.0589980460581 44.2989412066575, 87.27204089724384 39.9615617967679, 21.93914814280608 28.67414003899879, -43.39374461163169 17.38671828122969, -104.9384316623537 0.07082216584829837, -149.1404100467924 -19.45992317648192, -193.342388431231 -38.99066851881214, -216.5927624015557 -59.14166423993851, -213.7709069621134 -75.47488742854794, -210.9490515226711 -91.80811061715738, -182.2853586710287 -102.9900259459151, -134.0926740530745 -106.5579463541831, -85.89998943512033 -110.1258667624511, -22.1130322863061 -105.7884873525615, 43.21986046813166 -94.50106559479235)",9.802104794897998
20,20,763,0.9191315285636148,"Ellipse(xy=(38.145478845132516, -38.479437317560894), width=500, height=125, angle=11.381935542114213)",30000.0,2021-06-12 08:20:00,38145.478845132515,-38479.43731756089,"LINEARRING (50.4797455001845 -99.75027757687243, 115.4766126056814 -86.66593456428677, 176.5205104150254 -67.65984862603089, 220.1672289833106 -46.91788958291632, 263.8139475515958 -26.17593053980174, 286.4999256355251 -5.391587473727185, 283.2288398823787 10.85762930264705, 279.9577541292323 27.10684607902128, 250.9966742018801 37.49425998982325, 202.7239417978098 39.73216368979752, 154.4512093937396 41.97006738977181, 90.80807929557744 35.87574595433632, 25.81121219008053 22.79140294175065, -39.18565491541639 9.707059929164984, -100.2295527247604 -9.299026009090891, -143.8762712930456 -30.04098505220546, -187.5229898613307 -50.78294409532005, -210.2089679452601 -71.5672871613946, -206.9378821921137 -87.81650393776883, -203.6667964389673 -104.0657207141431, -174.7057165116151 -114.453134624945, -126.4329841075448 -116.6910383249193, -78.16025170347453 -118.9289420248936, -14.51712160531242 -112.8346205894581, 50.4797455001845 -99.75027757687243)",11.381935542114213
21,21,769,0.9194355055858395,"Ellipse(xy=(43.71145338479616, -44.04541185722314), width=500, height=125, angle=13.561085695318685)",30600.0,2021-06-12 08:30:00,43711.45338479616,-44045.41185722314,"LINEARRING (58.36657337109652 -104.8029419106012, 122.8189146450926 -89.25660890564595, 183.0959759361728 -67.94312386538644, 225.922434141768 -45.55653448045027, 268.7488923473633 -23.1699450955141, 290.6281568495473 -1.538017230520715, 286.7415735983084 14.57506808797832, 282.8549903470696 30.68815340647735, 253.5198816497264 39.96683413316796, 205.1969646989371 40.36758853732793, 156.8740477481477 40.76834294148789, 93.50867467249192 32.25845120111018, 29.05633339849579 16.71211819615493, -35.39600787550033 1.165785191199674, -95.67306916658046 -20.14769984905984, -138.4995273721757 -42.53428923399601, -181.325985577771 -64.92087861893216, -203.2052500799549 -86.55280648392556, -199.3186668287161 -102.6658918024246, -195.4320835774773 -118.7789771209236, -166.096974880134 -128.0576578476142, -117.7740579293447 -128.4584122517742, -69.45114097855544 -128.8591666559342, -6.085767902899605 -120.3492749155565, 58.36657337109652 -104.8029419106012)",13.561085695318685
22,22,760,0.9151289381752996,"Ellipse(xy=(49.27742792445794, -55.17736093654996), width=500, height=125, angle=15.273387661748929)",31200.0,2021-06-12 08:40:00,49277.42792445794,-55177.36093654996,"LINEARRING (65.74149109405138 -115.4698532050541, 129.7005145193847 -98.00457084036611, 189.3137949050781 -74.89947261277325, 231.4521991883483 -51.24318822183391, 273.5906034716186 -27.58690383089457, 294.8137175896467 -5.310864114509513, 290.4473969984747 10.67889174182383, 286.0810764073026 26.66864759815718, 256.4818118431166 35.0666268534378, 208.1684977621419 34.02327205355969, 159.8551836811673 32.97991725368156, 96.77238818019786 22.58041369664225, 32.81336475486449 5.115131331954224, -31.14565867046888 -12.35015103273381, -90.75893905616216 -35.45524926032666, -132.8973433394325 -59.11153365126601, -175.0357476227027 -82.76781804220535, -196.2588617407308 -105.0438577585904, -191.8925411495588 -121.0336136149238, -187.5262205583868 -137.0233694712571, -157.9269559942007 -145.4213487265377, -109.613641913226 -144.3779939266596, -61.30032783225138 -143.3346391267815, 1.782467668718013 -132.9351355697422, 65.74149109405138 -115.4698532050541)",15.273387661748929
23,23,778,0.9086152566247009,"Ellipse(xy=(60.409377003785224, -60.74333547621407), width=500, height=125, angle=16.939093695493554)",31800.0,2021-06-12 08:50:00,60409.37700378522,-60743.33547621407,"LINEARRING (78.61906280996365 -120.5317736799359, 142.0433794331055 -101.2147131766378, 200.9598514245006 -76.38654186787731, 242.3928096822286 -51.51537629931785, 283.8257679399567 -26.64421073075839, 304.3923949444971 -3.760671407285813, 299.5631298186726 12.09540774849965, 294.733864692848 27.95148690428512, 264.9029955435427 35.48552726187758, 216.6404250485783 33.03824388149125, 168.3778545536138 30.59096050110493, 105.6240078207486 18.36216323080583, 42.1996911976068 -0.9548972724922393, -21.22462542553505 -20.27195777579031, -80.14109741693015 -45.10012908455083, -121.5740556746582 -69.97129465311029, -163.0070139323863 -94.84246022166975, -183.5736409369266 -117.7259995451423, -178.7443758111021 -133.5820787009278, -173.9151106852776 -149.4381578567132, -144.0842415359723 -156.9721982143057, -95.8216710410078 -154.5249148339194, -47.55910054604331 -152.0776314535331, 15.1947461868218 -139.848834183234, 78.61906280996365 -120.5317736799359)",16.939093695493554
24,24,808,0.9117297984668336,"Ellipse(xy=(65.97535154344887, -71.87528455554089), width=500, height=125, angle=17.500901392559875)",32400.0,2021-06-12 09:00:00,65975.35154344887,-71875.28455554089,"LINEARRING (84.77040176830803 -131.4822982959139, 148.0022610710661 -111.5442759587606, 206.6724546980771 -86.13960823373326, 247.8595534985785 -60.86337831067976, 289.0466522990799 -35.58714838762626, 309.3879120892294 -12.50304848179378, 304.4034065049411 3.304916343895755, 299.4189009206527 19.11288116958528, 269.5155927646256 26.35406060656177, 221.2793385650992 23.43366893351525, 173.0430843655728 20.51327726046871, 110.4121606213478 7.669751521985546, 47.18030131858971 -12.26827081516784, -16.05155798416841 -32.20629315232122, -74.72175161117936 -57.61096087734852, -115.9088504116808 -82.88719080040201, -157.0959492121822 -108.1634207234555, -177.4372090023317 -131.247520629288, -172.4527034180433 -147.0554854549775, -167.468197833755 -162.8634502806671, -137.5648896777279 -170.1046297176435, -89.32863547820146 -167.184238044597, -41.09238127867502 -164.2638463715505, 21.53854246554991 -151.4203206330673, 84.77040176830803 -131.4822982959139)",17.500901392559875
