,int_list,area,ecc,patch,time,tfmt,cx,cy,geom,angle
10,10,2493,0.8606872958737346,"Ellipse(xy=(-50.91011378948205, -27.34748823823268), width=500, height=125, angle=72.75275747793606)",18900.0,2021-10-27 05:15:00,-50910.11378948205,-27347.48823823268,"LINEARRING (8.779524649768966 -45.87846400831797, 28.437413530775 17.44104459955616, 41.00353578154516 80.12821500968633, 43.71034883360922 128.3769255606068, 46.41716188567329 176.6256361115273, 39.04366644282765 206.4965932985199, 23.21378929085912 211.4110655187714, 7.383912138890587 216.3255377390229, -15.60990736924805 195.8822801038037, -40.70354738032599 154.5836828186686, -65.79718739140392 113.2850855335336, -90.94186334772704 54.50299613972674, -110.5997522287331 -8.816512468147387, -130.2576411097391 -72.13602107602151, -142.8237633605092 -134.8231914861517, -145.5305764125733 -183.0719020370722, -148.2373894646374 -231.3206125879927, -140.8638940217917 -261.1915697749852, -125.0340168698232 -266.1060419952368, -109.2041397178547 -271.0205142154882, -86.21032020971604 -250.577256580269, -61.11668019863811 -209.278659295134, -36.02304018756016 -167.980062009999, -10.87836423123706 -109.1979726161921, 8.779524649768966 -45.87846400831797)",72.75275747793606
11,11,2593,0.8683987977368343,"Ellipse(xy=(-34.21219017049298, -10.64956461924268), width=500, height=125, angle=71.59534914227453)",19500.0,2021-10-27 05:25:00,-34212.190170492984,-10649.56461924268,"LINEARRING (25.0909589800382 -30.38244329494161, 46.0238413669152 32.52707268299133, 59.85363128698618 94.94762757652542, 63.53447803523739 143.1318186970706, 67.21532478348863 191.3160098176157, 60.44670352678597 221.3298113861628, 44.71932453230274 226.563031982882, 28.9919455378195 231.7962525796013, 5.589879637952855 211.8216229226814, -20.33283978487829 171.0383233449068, -46.25555920770942 130.2550237671323, -72.58245693414716 71.9928300343892, -93.51533932102416 9.083314056456251, -114.4482217079012 -53.8262019214767, -128.2780116279721 -116.2467568150108, -131.9588583762234 -164.4309479355559, -135.6397051244746 -212.6151390561011, -128.8710838677719 -242.6289406246481, -113.1437048732887 -247.8621612213674, -97.41632587880547 -253.0953818180867, -74.01425997893881 -233.1207521611667, -48.09154055610767 -192.3374525833922, -22.16882113327654 -151.5541530056176, 4.158076593161191 -93.29195927287456, 25.0909589800382 -30.38244329494161)",71.59534914227453
12,12,2674,0.8644528912469223,"Ellipse(xy=(-34.21219017049298, -27.34748823823268), width=500, height=125, angle=68.67516791909557)",20100.0,2021-10-27 05:35:00,-34212.190170492984,-27347.48823823268,"LINEARRING (24.00866648158136 -50.07592528741428, 48.11927433597261 11.68548138772868, 65.11110328420392 73.32042692550007, 71.24190022767019 121.2545299792062, 77.37269717113645 169.1886330329123, 72.14190969501914 199.5082864064669, 56.70155802623341 205.5359383700647, 41.26120635744767 211.5635903336625, 16.87192681859993 192.8071098032232, -11.09482486267318 153.3973939057019, -39.06157654394629 113.9876780081807, -68.32243896817607 57.14235548609187, -92.43304682256732 -4.619051189051081, -116.5436546769586 -66.38045786419403, -133.5354836251899 -128.0154034019654, -139.6662805686562 -175.9495064556715, -145.7970775121224 -223.8836095093776, -140.5662900360051 -254.2032628829322, -125.1259383672194 -260.23091484653, -109.6855866984336 -266.2585668101278, -85.29630715958589 -247.5020862796885, -57.32955547831278 -208.0923703821673, -29.36280379703967 -168.682654484646, -0.1019413728098968 -111.8373319625572, 24.00866648158136 -50.07592528741428)",68.67516791909557
13,13,2933,0.9077210566496935,"Ellipse(xy=(-39.778164710156624, -71.87528455554089), width=500, height=125, angle=63.83378523016832)",20700.0,2021-10-27 05:45:00,-39778.16471015663,-71875.28455554089,"LINEARRING (16.31674488722697 -99.43632802746629, 45.55384155918448 -39.93015234968275, 67.68688496561424 20.05082090033291, 77.84132919850236 67.29647857430858, 87.99577343139049 114.5421362482843, 85.34255309699083 145.1950796660041, 70.46600917754495 152.5043538339935, 55.58946525809908 159.8136280019829, 29.70420167079727 143.1824630599617, -1.488852734210205 106.27368004546, -32.6819071392177 69.36489703095818, -66.63597763558271 15.19193459416805, -95.87307430754022 -44.31424108361549, -125.1101709794977 -103.820416761399, -147.2432143859275 -163.8013900114147, -157.3976586188156 -211.0470476853903, -167.5521028517038 -258.2927053593661, -164.8988825173041 -288.9456487770859, -150.0223385978582 -296.2549229450753, -135.1457946784123 -303.5641971130647, -109.2605310911105 -286.9330321710435, -78.06747668610305 -250.0242491565417, -46.87442228109555 -213.11546614204, -12.92035178473054 -158.9425037052498, 16.31674488722697 -99.43632802746629)",63.83378523016832
14,14,2594,0.9012705265679508,"Ellipse(xy=(-39.778164710156624, -83.00723363486725), width=500, height=125, angle=58.683933281700135)",21300.0,2021-10-27 05:55:00,-39778.16471015663,-83007.23363486725,"LINEARRING (13.61640494481077 -115.4921521565572, 48.07680932560915 -58.85053057390407, 75.50445532285701 -1.09836180510672, 89.85872226332609 45.0451093184129, 104.2129892037951 91.18858044193254, 104.3219147722665 121.9559438898027, 90.16150937660322 130.5710449850023, 76.00110398093994 139.1861460802019, 48.72750199991351 124.9455999778449, 14.34739770019628 90.98572166437182, -20.03270659952096 57.02584335089875, -58.71232998432563 6.119306469475845, -93.17273436512401 -50.52231511317729, -127.6331387459224 -107.1639366958304, -155.0607847431703 -164.9161054646278, -169.4150516836393 -211.0595765881474, -183.7693186241084 -257.2030477116671, -183.8782441925798 -287.9704111595372, -169.7178387969165 -296.5855122547368, -155.5574334012532 -305.2006133499364, -128.2838314202268 -290.9600672475793, -93.90372712050953 -257.0001889341063, -59.52362282079229 -223.0403106206332, -20.84399943598762 -172.1337737392103, 13.61640494481077 -115.4921521565572)",58.683933281700135
15,15,2237,0.8753367430683259,"Ellipse(xy=(-23.080241091165693, -71.87528455554089), width=500, height=125, angle=54.73156460316657)",21900.0,2021-10-27 06:05:00,-23080.24109116569,-71875.28455554089,"LINEARRING (27.94824713348159 -107.963279644033, 66.23083981449317 -53.83162658207321, 97.57394700527034 1.892680448857647, 115.0746131521788 46.93700962734344, 132.5752792990872 91.98133880582922, 134.8046525282928 122.6680201727954, 121.2717392628029 132.2386683430482, 107.738825997313 141.8093165133012, 79.54852866286994 129.4825304557556, 42.90943303748681 97.9731417203427, 6.270337412103697 66.46375298492977, -35.8261366348014 18.34436359491109, -74.10872931581298 -35.78728946704874, -112.3913219968245 -89.91894252900858, -143.7344291876017 -145.6432495599394, -161.2350953345102 -190.6875787384252, -178.7357614814186 -235.731907916911, -180.9651347106243 -266.4185892838771, -167.4322214451343 -275.98923745413, -153.8993081796444 -285.5598856243829, -125.7090108452013 -273.2330995668373, -89.06991521981818 -241.7237108314245, -52.43081959443508 -210.2143220960115, -10.33434554752998 -162.0949327059928, 27.94824713348159 -107.963279644033)",54.73156460316657
16,16,2413,0.8990956988904873,"Ellipse(xy=(-23.080241091165693, -94.13918271419453), width=500, height=125, angle=53.12417522605206)",22500.0,2021-10-27 06:15:00,-23080.24109116569,-94139.18271419454,"LINEARRING (26.91587934503199 -131.6443549085628, 66.70183107295308 -78.60785039795091, 99.5957027898144 -23.78466218416067, 118.3530010551169 20.75103887141734, 137.1102993204194 65.28673992699538, 140.1995738139605 95.89881109861591, 126.9404476863075 105.8452990305962, 113.6813215586545 115.7917869625765, 85.15634372845227 104.2606049720225, 47.64780946820747 73.79136204783129, 10.13927520796267 43.32211912364011, -33.29040979944227 -3.597506009214328, -73.07636152736337 -56.63401051982624, -112.8623132552845 -109.6705150304382, -145.7561849721458 -164.4937032442284, -164.5134832374483 -209.0294042998064, -183.2707815027508 -253.5651053553844, -186.3600559962919 -284.177176527005, -173.1009298686389 -294.1236644589852, -159.8418037409859 -304.0701523909655, -131.3168259107836 -292.5389704004115, -93.80829165053885 -262.0697274762204, -56.29975739029405 -231.6004845520292, -12.87007238288911 -184.6808594191747, 26.91587934503199 -131.6443549085628)",53.12417522605206
17,17,2259,0.8684241575030416,"Ellipse(xy=(-23.080241091165693, -105.27113179352088), width=500, height=125, angle=51.096413779366074)",23100.0,2021-10-27 06:25:00,-23080.24109116569,-105271.13179352088,"LINEARRING (25.55749903015862 -144.5218672756812, 67.19516593875427 -92.92634944700286, 102.0082881842095 -39.30139926545968, 122.3296796741917 4.54271042599386, 142.651071164174 48.38682011744743, 146.8215802946452 78.87041196462746, 133.9227008374756 89.27982869177637, 121.023821380306 99.68924541892528, 92.10868970916404 89.17460425751005, 53.54552795143687 60.05163287798385, 14.9823661937097 30.92866149845767, -30.08031430389435 -14.42487848268222, -71.71798121249 -66.02039631136056, -113.3556481210857 -117.6159141400389, -148.1687703665409 -171.2408643215821, -168.4901618565231 -215.0849740130356, -188.8115533465054 -258.9290837044892, -192.9820624769766 -289.4126755516692, -180.083183019807 -299.8220922788181, -167.1843035626374 -310.231509005967, -138.2691718914954 -299.7168678445518, -99.70601013376825 -270.5938964650256, -61.14284837604109 -241.4709250854994, -16.08016787843703 -196.1173851043595, 25.55749903015862 -144.5218672756812)",51.096413779366074
18,18,2123,0.8423602273105806,"Ellipse(xy=(-23.080241091165693, -105.27113179352088), width=500, height=125, angle=48.53761240595556)",23700.0,2021-10-27 06:35:00,-23080.24109116569,-105271.13179352088,"LINEARRING (23.75666785579941 -146.654147153614, 67.65628369917664 -96.96897336500246, 104.8287627565792 -44.95171119966957, 127.0872979833258 -2.058558875726135, 149.3458332100724 40.8345934482173, 154.8731137963596 71.10160003349523, 142.4518203492067 82.07650399433953, 130.0305269020538 93.05140795518383, 100.6748030128202 83.83815699518684, 60.84990613089396 56.46586269841163, 21.02500924896767 29.09356840163642, -26.01753419475357 -14.20294264481626, -69.9171500381308 -63.88811643342778, -113.816765881508 -113.5732902220393, -150.9892449389105 -165.5905523873722, -173.2477801656572 -208.4837047113156, -195.5063153924038 -251.3768570352591, -201.033595978691 -281.643863620537, -188.6123025315381 -292.6187675813813, -176.1910090843852 -303.5936715422256, -146.8352851951516 -294.3804205822286, -107.0103883132253 -267.0081262854534, -67.18549143129906 -239.6358319886782, -20.14294798757782 -196.3393209422255, 23.75666785579941 -146.654147153614)",48.53761240595556
19,19,2021,0.8549024456933184,"Ellipse(xy=(-0.8163429325129837, -105.27113179352088), width=500, height=125, angle=47.0731109274163)",24300.0,2021-10-27 06:45:00,-816.3429325129837,-105271.13179352088,"LINEARRING (44.94761668537124 -147.8376679468498, 90.10272606187092 -99.29069211109902, 128.5924986193519 -48.2404602710438, 151.9400087098053 -5.930193440149111, 175.2875188002588 36.38007339074557, 181.5865456397406 66.49592933389107, 169.4498016808029 77.78470667801599, 157.3130577218652 89.07348402214092, 127.7314543505317 80.61350409935648, 87.2199963502988 54.2679792911334, 46.70853835006589 27.9224544829103, -1.425193173897521 -14.15761980444105, -46.5803025503972 -62.7045956401919, -91.73541192689689 -111.2515714759427, -130.2251844843778 -162.301803315998, -153.5726945748313 -204.6120701468926, -176.9202046652847 -246.9223369777873, -183.2192315047666 -277.0381929209328, -171.0824875458289 -288.3269702650578, -158.9457435868912 -299.6157476091827, -129.3641402155577 -291.1557676863982, -88.85268221532476 -264.8102428781751, -48.34122421509186 -238.4647180699521, -0.2074926911284461 -196.3846437826007, 44.94761668537124 -147.8376679468498)",47.0731109274163
20,20,1644,0.7686379684217136,"Ellipse(xy=(-0.8163429325129837, -121.96905541251088), width=500, height=125, angle=45.167179606905364)",24900.0,2021-10-27 06:55:00,-816.3429325129837,-121969.05541251089,"LINEARRING (43.5065938682757 -166.0340900017778, 90.251328966999 -119.0157690390849, 130.4176695516946 -69.27389687403431, 155.1594453265892 -27.76354348803949, 179.9012211014839 13.74680989795534, 187.1983756652281 43.63650801596303, 175.4437954245548 55.32269179064384, 163.6892151838816 67.00887556532466, 133.8426095499658 59.53741985399817, 92.47734697870833 34.5538260545414, 51.11208440745081 9.570232255084605, 1.605455365421631 -30.88569986055096, -45.13927973330166 -77.90402082324393, -91.88401483202496 -124.9223417859369, -132.0503554167206 -174.6642139509875, -156.7921311916152 -216.1745673369823, -181.5339069665098 -257.6849207229771, -188.8310615302541 -287.5746188409848, -177.0764812895808 -299.2608026156656, -165.3219010489076 -310.9469863903464, -135.4752954149918 -303.4755306790199, -94.11003284373429 -278.4919368795632, -52.74477027247677 -253.5083430801064, -3.238141230447598 -213.0524109644708, 43.5065938682757 -166.0340900017778)",45.167179606905364
21,21,1752,0.7346580914879777,"Ellipse(xy=(4.749631607152522, -127.53502995217312), width=500, height=125, angle=46.40016910614953)",25500.0,2021-10-27 07:05:00,4749.631607152522,-127535.02995217312,"LINEARRING (50.01050015828924 -170.6361178502381, 95.73266865404652 -122.6228272564222, 134.819360246599 -72.02817039624887, 158.662184799011 -29.99503318180541, 182.505009351423 12.03810403263802, 189.1573058478664 42.07790212843443, 177.1539831994124 53.50844425237375, 165.1506605509585 64.93898637631307, 135.4717368846033 56.82701939416447, 94.65365064920756 30.95910987667298, 53.83556441381179 5.091200359181443, 5.210931551773078 -36.42065146029228, -40.51123694398419 -84.43394205410814, -86.23340543974147 -132.447232647924, -125.3200970322939 -183.0418895080974, -149.162921584706 -225.0750267225408, -173.005746137118 -267.1081639369843, -179.6580426335614 -297.1479620327807, -167.6547199851074 -308.57850415672, -155.6513973366534 -320.0090462806593, -125.9724736702983 -311.8970792985107, -85.15438743490252 -286.0291697810192, -44.33630119950674 -260.1612602635277, 4.288331662531966 -218.649408444054, 50.01050015828924 -170.6361178502381)",46.40016910614953
22,22,1665,0.749969136309813,"Ellipse(xy=(21.44755522614159, -138.6669790315009), width=500, height=125, angle=53.21915038347368)",26100.0,2021-10-27 07:15:00,21447.555226141587,-138666.97903150087,"LINEARRING (71.50577661460275 -176.0892247073527, 111.2037588633927 -122.9868427365279, 144.0067089121945 -68.10920402506534, 162.690157762555 -23.5424715244512, 181.3736066129155 21.02426097616294, 184.412133422255 51.64141096014629, 171.1365379295488 61.56590652234377, 157.8609424368426 71.49040208454124, 129.355118211443 59.91195212163919, 91.89714216671828 29.38057584479631, 54.43916612199358 -1.150800432046537, 11.08731608647039 -48.14235138482427, -28.61066616231957 -101.2447333556491, -68.30864841110954 -154.3471153264739, -101.1115984599114 -209.2247540379364, -119.7950473102718 -253.7914865385506, -138.4784961606323 -298.3582190391647, -141.5170229699718 -328.9753690231481, -128.2414274772656 -338.8998645853455, -114.9658319845594 -348.824360147543, -86.46000775915981 -337.2459101846409, -49.00203171443511 -306.7145339077981, -11.5440556697104 -276.1831576309552, 31.80779436581278 -229.1916066781775, 71.50577661460275 -176.0892247073527)",53.21915038347368
23,23,1563,0.609268805123055,"Ellipse(xy=(21.44755522614159, -127.53502995217406), width=500, height=125, angle=59.75796623540789)",26700.0,2021-10-27 07:25:00,21447.555226141587,-127535.02995217405,"LINEARRING (75.44165148211992 -159.0133966426513, 108.8342931991251 -101.7357898075159, 135.1745956738239 -43.4796551263394, 148.6614130228358 2.924769926878582, 162.1482303718477 49.32919498009656, 161.6804236968344 80.09319464248799, 147.3610219880505 88.44135507173928, 133.0416202792667 96.78951550099057, 106.0397392601954 82.04024637520936, 72.3022298095529 47.44190302190498, 38.56472035891041 12.84355966860059, 0.846100687168466 -38.77905642656143, -32.54654102983675 -96.05666326169683, -65.93918274684196 -153.3342700968322, -92.27948522154074 -211.5904047780087, -105.7663025705526 -257.9948298312267, -119.2531199195645 -304.3992548844446, -118.7853132445512 -335.1632545468361, -104.4659115357673 -343.5114149760874, -90.14650982698349 -351.8595754053387, -63.1446288079122 -337.1103062795574, -29.40711935726971 -302.5119629262531, 4.330390093372763 -267.9136195729487, 42.04900976511471 -216.2910034777867, 75.44165148211992 -159.0133966426513)",59.75796623540789
24,24,1603,0.614604713133938,"Ellipse(xy=(32.57950430546887, -138.66697903149995), width=500, height=125, angle=68.74552260451262)",27300.0,2021-10-27 07:35:00,32579.504305468872,-138666.97903149994,"LINEARRING (90.8282257811145 -161.3239083568225, 114.8629773553403 -99.5329423313113, 131.7791106744516 -37.87717864307166, 137.8510437235441 10.06441640520214, 143.9229767726365 58.00601145347596, 138.6549631131368 88.31921897752611, 123.207221606759 94.32790687108255, 107.7594801003812 100.336594764639, 83.39325041723876 81.55018027594124, 55.47491182179304 42.106153138802, 27.5565732263473 2.662126001662728, -1.634465595950971 -54.21908368066623, -25.66921717017675 -116.0100497061774, -49.70396874440253 -177.8010157316886, -66.62010206351383 -239.4567794199282, -72.69203511260631 -287.3983744682021, -78.76396816169876 -335.3399695164759, -73.49595450219907 -365.653177040526, -58.04821299582127 -371.6618649340825, -42.60047148944348 -377.6705528276389, -18.23424180630101 -358.8841383389412, 9.684096789144711 -319.4401112018019, 37.60243538459045 -279.9960840646626, 66.79347420688872 -223.1148743823337, 90.8282257811145 -161.3239083568225)",68.74552260451262
