,int_list,area,ecc,patch,time,tfmt,cx,cy,geom,angle
10,10,1419,0.7642361314948345,"Ellipse(xy=(-84.30596102746203, -21.781513698569967), width=500, height=125, angle=83.96133751190428)",15900.0,2021-10-27 04:25:00,-84305.96102746204,-21781.51369856997,"LINEARRING (-22.15276512566235 -28.35648435953192, -15.17795471887771 37.57639655272637, -15.03672830808054 101.5104940090203, -21.76018937100835 149.3650651392752, -28.48365043393616 197.2196362695301, -41.52285815554963 225.0875673069326, -58.00607838361421 226.8312699086288, -74.48929861167878 228.5749725103249, -93.07074942498168 204.0520810824038, -109.6580819601653 158.6634778202128, -126.245414495349 113.2748745580218, -139.4843465224771 50.72633787465028, -146.4591569292617 -15.20654303760801, -153.4339673360464 -81.13942394986631, -153.5751937468435 -145.0735214061602, -146.8517326839157 -192.9280925364152, -140.1282716209879 -240.7826636666701, -127.0890638993744 -268.6505947040725, -110.6058436713099 -270.3942973057687, -94.12262344324529 -272.1379999074649, -75.54117262994238 -247.6151084795437, -58.95384009475872 -202.2265052173528, -42.36650755957507 -156.8379019551618, -29.12757553244699 -94.28936527179022, -22.15276512566235 -28.35648435953192)",83.96133751190428
11,11,1432,0.7787444451615604,"Ellipse(xy=(-78.73998648779839, -16.215539158907255), width=500, height=125, angle=86.38471845271911)",16200.0,2021-10-27 04:30:00,-78739.9864877984,-16215.539158907255,"LINEARRING (-16.36436487135748 -20.15658317827434, -12.18365650666705 46.01224969015423, -14.74590528660987 109.8951397597157, -23.48680565789022 157.4226219928898, -32.22770602917058 204.950104226064, -46.43360219322292 232.2417702156838, -62.97581041033007 233.2869473068564, -79.51801862743721 234.332124398029, -97.04594086836114 209.0454785107443, -111.6992557093133 162.9960998949882, -126.3525705502656 116.946721279232, -136.9348997395489 53.8943377288884, -141.1156081042393 -12.27449513954017, -145.2963164689297 -78.44332800796874, -142.7340676889869 -142.3262180775303, -133.9931673177066 -189.8537003107044, -125.2522669464262 -237.3811825438785, -111.0463707823739 -264.6728485334983, -94.50416256526671 -265.7180256246709, -77.96195434815957 -266.7632027158435, -60.43403210723564 -241.4765568285589, -45.78071726628342 -195.4271782128027, -31.1274024253312 -149.3777995970465, -20.54507323604792 -86.32541604670291, -16.36436487135748 -20.15658317827434)",86.38471845271911
12,12,1544,0.7830823635647047,"Ellipse(xy=(-73.17401194813661, -21.781513698569498), width=500, height=125, angle=85.45634206475003)",16500.0,2021-10-27 04:35:00,-73174.01194813661,-21781.5136985695,"LINEARRING (-10.87043316788567 -26.73268236597164, -5.618172051014 39.35972656849544, -7.145020959030603 103.2757456471434, -15.11470914235722 150.938613552735, -23.08439732568385 198.6014814583266, -36.84623504491128 226.1197361432164, -53.36933727852805 227.4328014224342, -69.89243951214482 228.7458667016522, -87.82776814983728 203.7465366112123, -103.2252752377687 157.9406234317718, -118.6227823257001 112.1347102523314, -130.2253296115159 49.26206390329972, -135.4775907283876 -16.83034503116736, -140.7298518452592 -82.92275396563443, -139.2030029372426 -146.8387730442824, -131.233314753916 -194.501640949874, -123.2636265705894 -242.1645088554656, -109.5017888513619 -269.6827635403553, -92.97868661774517 -270.9958288195733, -76.4555843841284 -272.3088940987911, -58.52025574643593 -247.3095640083512, -43.12274865850454 -201.5036508289108, -27.72524157057315 -155.6977376494704, -16.12269428475734 -92.82509130043871, -10.87043316788567 -26.73268236597164)",85.45634206475003
13,13,1389,0.7632512583332337,"Ellipse(xy=(-62.04206286880933, -16.215539158907255), width=500, height=125, angle=89.92148673697648)",16800.0,2021-10-27 04:40:00,-62042.062868809335,-16215.539158907255,"LINEARRING (0.4578784511044773 -16.30118381624415, 0.5487313656012134 49.99952893519279, -5.949512681756282 113.6026859853816, -17.6056908658357 160.5004302474069, -29.26186904991512 207.3981745094321, -45.1243060516025 233.7615128921238, -61.69948423946174 233.784226120748, -78.27466242732098 233.8069393493722, -94.20929192003859 207.4871729894172, -105.9939555279804 160.6215500833575, -117.7786191359222 113.7559271772978, -124.4511512742264 50.17081824986659, -124.5420041887231 -16.12989450157036, -124.6328571032199 -82.43060725300731, -118.1346130558624 -146.0337643031961, -106.478434871783 -192.9315085652214, -94.82225668770354 -239.8292528272466, -78.95981968601616 -266.1925912099383, -62.38464149815692 -266.2153044385625, -45.80946331029769 -266.2380176671867, -29.87483381758007 -239.9182513072317, -18.09017020963825 -193.052628401172, -6.305506601696429 -146.1870054951123, 0.3670255366077413 -82.60189656768111, 0.4578784511044773 -16.30118381624415)",89.92148673697648
14,14,1473,0.7886498992443192,"Ellipse(xy=(-56.47608832914569, -5.083590079579502), width=500, height=125, angle=90.8918189944745)",17100.0,2021-10-27 04:45:00,-56476.08832914569,-5083.590079579502,"LINEARRING (6.016340737475893 -4.11080574928358, 4.984399057372286 62.18193791070903, -2.590012443504428 125.6659284348198, -15.0387175496553 172.3595537803145, -27.48742265580617 219.0531791258092, -43.79403973533122 245.1441116069327, -60.36722565032937 244.8861261869068, -76.94041156532754 244.6281407668809, -92.4270390947399 218.0423008125358, -103.4163582813102 170.983828987146, -114.4056774678804 123.9253571617561, -120.0004590758709 60.23636925011719, -118.9685173957673 -6.056374409875424, -117.9365757156637 -72.34911806986804, -110.362164214787 -135.8331085939788, -97.91345910863608 -182.5267339394735, -85.46475400248521 -229.2203592849682, -69.15813692296015 -255.3112917660917, -52.584951007962 -255.0533063460658, -36.01176509296385 -254.7953209260399, -20.52513756355148 -228.2094809716948, -9.535818376981211 -181.151009146305, 1.453500809589052 -134.0925373209151, 7.0482824175795 -70.4035494092762, 6.016340737475893 -4.11080574928358)",90.8918189944745
15,15,1578,0.7812766957464493,"Ellipse(xy=(-56.47608832914569, -16.215539158907255), width=500, height=125, angle=87.89709773778608)",17400.0,2021-10-27 04:50:00,-56476.08832914569,-16215.539158907255,"LINEARRING (5.981820192418823 -18.50893470086665, 8.414682621434075 47.74718913687466, 4.16726957778156 111.5402000776243, -5.824975516168415 158.8204279187395, -15.81722061011839 206.1006557598547, -30.73847520187277 233.007879320097, -47.3025061613081 233.6160949273508, -63.86653712074342 234.2243105346046, -80.72096468837177 208.4838600785544, -94.15379682482305 162.0637789980645, -107.5866289612744 115.6436979175746, -116.501134421695 52.33398022079346, -118.9339968507102 -13.92214361694786, -121.3668592797254 -80.17826745468918, -117.1194462360729 -143.9712783954388, -107.127201142123 -191.2515062365541, -97.134956048173 -238.5317340776693, -82.21370145641862 -265.4389576379115, -65.64967049698329 -266.0471732451653, -49.08563953754796 -266.6553888524191, -32.23121196991962 -240.9149383963689, -18.79837983346832 -194.494857315879, -5.365547697017028 -148.0747762353892, 3.548957763403571 -84.76505853860797, 5.981820192418823 -18.50893470086665)",87.89709773778608
16,16,1439,0.7954633428861669,"Ellipse(xy=(-45.3441392498184, -10.649564619243145), width=500, height=125, angle=89.43014327898604)",17700.0,2021-10-27 04:55:00,-45344.1392498184,-10649.564619243145,"LINEARRING (17.15276951159119 -11.27117162374527, 17.8121779298939 55.02632415202667, 11.85959889656768 118.6828679264259, 0.6060188510373123 165.6788448061991, -10.64756119449305 212.6748216859722, -26.28333728786692 239.1732183218195, -42.8577112318099 239.3380704263952, -59.43208517575289 239.5029225309709, -75.59183275190499 213.3207706601286, -87.77795712574203 166.5579298624321, -99.96408149957909 119.7950890647356, -107.1816395929253 56.26953816103092, -107.841048011228 -10.02795761474102, -108.5004564295307 -76.32545339051296, -102.5478773962045 -139.9819971649122, -91.2942973506741 -186.9779740446853, -80.04071730514374 -233.9739509244585, -64.40494121176988 -260.4723475603058, -47.83056726782689 -260.6371996648815, -31.25619332388391 -260.8020517694572, -15.09644574773181 -234.6198998986148, -2.910321373894753 -187.8570591009183, 9.275802999942293 -141.0942183032219, 16.49336109328848 -77.56866739951721, 17.15276951159119 -11.27117162374527)",89.43014327898604
17,17,1706,0.798643397505494,"Ellipse(xy=(-45.3441392498184, -27.34748823823268), width=500, height=125, angle=84.12164590529827)",18000.0,2021-10-27 05:00:00,-45344.1392498184,-27347.48823823268,"LINEARRING (16.82720952276946 -33.74853438688984, 23.61751865023723 32.20360331579614, 23.57986293685067 96.13784566289249, 16.72253561640648 143.9734178738071, 9.86520829596229 191.8089900847216, -3.251920229518234 219.6403295702518, -19.73995465518973 221.3379068521187, -36.22798908086123 223.0354841339857, -54.74075442760022 198.460699546336, -71.20102900881514 153.0258641506141, -87.66130359003007 107.5910287548922, -100.7251788949385 45.00569561311048, -107.5154880224063 -20.94644208957551, -114.305797149874 -86.8985797922615, -114.2681414364875 -150.8328221393579, -107.4108141160433 -198.6683943502724, -100.5534867955991 -246.503966561187, -87.43635827011856 -274.3353060467172, -70.94832384444706 -276.0328833285841, -54.46028941877557 -277.7304606104511, -35.94752407203657 -253.1556760228013, -19.48724949082165 -207.7208406270794, -3.026974909606722 -162.2860052313576, 10.03690039530169 -99.70067208957585, 16.82720952276946 -33.74853438688984)",84.12164590529827
18,18,2040,0.8195477919562146,"Ellipse(xy=(-50.91011378948205, -27.34748823823268), width=500, height=125, angle=79.77927896185255)",18300.0,2021-10-27 05:05:00,-50910.11378948205,-27347.48823823268,"LINEARRING (10.59810501377586 -38.43752970120977, 22.3625585142161 26.81115150719938, 27.1658603028231 90.56471653989038, 23.95013891345186 138.7821826976146, 20.73441752408063 186.9996488553387, 9.762222364528618 215.7442735996889, -6.54994793757367 218.6853869747989, -22.86211823967596 221.626500349909, -43.18244723192583 198.5239734760033, -63.03561831552729 154.4658697418367, -82.88878939912874 110.4077660076701, -100.6538790922997 48.99123443315357, -112.4183325927399 -16.25744677525558, -124.1827860931802 -81.50612798366473, -128.9860878817872 -145.2596930163558, -125.7703664924159 -193.4771591740799, -122.5546451030447 -241.694625331804, -111.5824499434927 -270.4392500761542, -95.27027964139043 -273.3803634512643, -78.95810933928814 -276.3214768263744, -58.63778034703826 -253.2189499524687, -38.78460926343681 -209.1608462183021, -18.93143817983535 -165.1027424841355, -1.166348486664383 -103.6862109096189, 10.59810501377586 -38.43752970120977)",79.77927896185255
19,19,2145,0.8380748906272298,"Ellipse(xy=(-45.3441392498184, -21.781513698569967), width=500, height=125, angle=76.37545756033167)",18600.0,2021-10-27 05:10:00,-45344.1392498184,-21781.51369856997,"LINEARRING (15.39712257149413 -36.50391541686176, 31.01482887203937 27.93116831483316, 39.59489437484137 91.28707757685564, 39.24765924328565 139.610408737784, 38.90042411172996 187.9337398987123, 29.6542385562725 217.2791070115438, 13.54546762334878 221.1835335866801, -2.563303309574948 225.0879601618165, -24.21944982512307 203.2326670635778, -46.6534570200696 160.4310289184972, -69.08746421501613 117.6293907734166, -90.46769477058568 57.37597175141674, -106.0854010711309 -7.059111980278173, -121.7031073716762 -71.49419571197309, -130.2831728744782 -134.8501049739956, -129.9359377429224 -183.1734361349239, -129.5887026113668 -231.4967672958522, -120.3425170559093 -260.8421344086838, -104.2337461229856 -264.7465609838201, -88.12497519006185 -268.6509875589564, -66.46882867451372 -246.7956944607177, -44.03482147956719 -203.9940563156371, -21.60081428462066 -161.1924181705565, -0.2205837290511141 -100.9389991485567, 15.39712257149413 -36.50391541686176)",76.37545756033167
20,20,2350,0.8541347482097211,"Ellipse(xy=(-45.3441392498184, -27.34748823823268), width=500, height=125, angle=72.99510598331864)",18900.0,2021-10-27 05:15:00,-45344.1392498184,-27347.48823823268,"LINEARRING (14.42334694061184 -45.62582499179783, 33.81323322016949 17.77626547583933, 46.11409095199312 80.5160268836693, 48.61679899893704 128.7757550134163, 51.11950704588097 177.0354831431633, 43.61973038135149 206.8749849535988, 27.7692077644422 211.7224565234883, 11.91868514753291 216.5699280933777, -10.98845845803754 196.0295948403221, -35.90719056051606 154.6252267479308, -60.82592266299458 113.2208586555394, -85.72173916069097 54.33293898296963, -105.1116254402486 -9.069151484667529, -124.5015117198063 -72.47124195230469, -136.8023694516299 -135.2110033601347, -139.3050774985738 -183.4707314898817, -141.8077855455178 -231.7304596196287, -134.3080088809883 -261.5699614300642, -118.457486264079 -266.4174329999536, -102.6069636471697 -271.2649045698431, -79.69982004159925 -250.7245713167875, -54.78108793912073 -209.3202032243961, -29.86235583664222 -167.9158351320047, -4.966539338945822 -109.027915459435, 14.42334694061184 -45.62582499179783)",72.99510598331864
21,21,2386,0.8522721547992369,"Ellipse(xy=(-45.3441392498184, -21.781513698569967), width=500, height=125, angle=71.07477281825737)",19200.0,2021-10-27 05:20:00,-45344.1392498184,-21781.51369856997,"LINEARRING (13.77727619617584 -42.052385304452, 35.28086815450341 20.66434530621023, 49.67721830127567 82.95667119713784, 53.79569761771532 131.1054306291875, 57.91417693415497 179.2541900612372, 51.41852982637528 209.3282500958251, 35.73934717370972 214.704148085407, 20.06016452104416 220.0800460749889, -3.522417861939687 200.3188637605982, -29.81460993270392 159.7727721753495, -56.10680200346815 119.2266805901008, -82.96196273748507 61.20608851797428, -104.4655546958126 -1.510642092687938, -125.9691466541402 -64.22737270335017, -140.3654968009125 -126.5196985942778, -144.4839761173521 -174.6684580263274, -148.6024554337918 -222.8172174583771, -142.1068083260121 -252.891277492965, -126.4276256733465 -258.2671754825469, -110.748443020681 -263.6430734721288, -87.16586063769711 -243.8818911577382, -60.87366856693288 -203.3357995724895, -34.58147649616864 -162.7897079872408, -7.726315762151728 -104.7691159151142, 13.77727619617584 -42.052385304452)",71.07477281825737
22,22,2577,0.862955998802846,"Ellipse(xy=(-34.21219017049298, -10.64956461924268), width=500, height=125, angle=70.40397326773851)",19500.0,2021-10-27 05:25:00,-34212.190170492984,-10649.56461924268,"LINEARRING (24.6678543888399 -31.61120464789919, 46.90422205557508 30.84947673319367, 62.02886632461502 92.96898975595485, 66.71075985019499 141.0662327095844, 71.39265337577496 189.1634756632139, 65.2495402894063 219.311521701405, 49.63436994413308 224.8706136180888, 34.01919959885986 230.4297055347726, 10.20688148788576 210.9459680982698, -16.55819771874575 170.7104683276932, -43.32327692537726 130.4749685571165, -70.85586706309067 72.77275679050669, -93.09223472982586 10.31207540941383, -115.3286023965611 -52.14860597167903, -130.453246665601 -114.2681189944402, -135.1351401911809 -162.3653619480698, -139.8170337167609 -210.4626049016993, -133.6739206303922 -240.6106509398904, -118.058750285119 -246.1697428565742, -102.4435799398458 -251.728834773258, -78.63126182887171 -232.2450973367552, -51.86618262224021 -192.0095975661785, -25.1011034156087 -151.7740977956019, 2.431486722104715 -94.07188602899205, 24.6678543888399 -31.61120464789919)",70.40397326773851
23,23,2459,0.8602454374037837,"Ellipse(xy=(-28.646215630829335, 0.482384460083209), width=500, height=125, angle=71.93621974593498)",19800.0,2021-10-27 05:30:00,-28646.215630829334,482.38446008320904,"LINEARRING (30.77328043072818 -18.89733400512032, 51.33152608712506 44.13560421873106, 64.78971394702401 106.637331730678, 68.18383434591162 154.8425685151104, 71.57795474479921 203.0478052995427, 64.63089278594762 233.0208072922141, 48.87265822998478 238.1603687063133, 33.11442367402194 243.2999301204125, 9.831606573268875 223.1864285315373, -15.84802285371775 182.2496292035735, -41.52765228070437 141.3128298756097, -67.50746603598998 82.89504114913812, -88.06571169238686 19.86210292528674, -108.6239573487837 -43.17083529856464, -122.0821452086827 -105.6725628105116, -125.4762656075703 -153.877799594944, -128.8703860064579 -202.0830363793763, -121.9233240476063 -232.0560383720477, -106.1650894916434 -237.1955997861469, -90.4068549356806 -242.3351612002461, -67.12403783492755 -222.2216596113709, -41.44440840794093 -181.2848602834071, -15.76477898095429 -140.3480609554433, 10.21503477433131 -81.9302722289717, 30.77328043072818 -18.89733400512032)",71.93621974593498
24,24,2628,0.8608604090231066,"Ellipse(xy=(-34.21219017049298, -16.215539158907255), width=500, height=125, angle=69.33413479019819)",20100.0,2021-10-27 05:35:00,-34212.190170492984,-16215.539158907255,"LINEARRING (24.2662131146507 -38.27288145620357, 47.66491533466712 23.76173388087759, 63.94676388142708 85.58802416543509, 69.52587059887813 133.5894665912688, 75.10497731632921 181.5909090171024, 69.52583285296257 211.8483984266634, 54.01717901869228 217.6980739816674, 38.50852518442199 223.5477495366715, 14.3365748711302 204.5120111384754, -13.17508043289541 164.7832592180109, -40.68673573692102 125.0545072975464, -69.29189123562023 67.87641847547022, -92.69059345563666 5.841803138389061, -116.0892956756531 -56.1928121986921, -132.3711442224131 -118.0191024832496, -137.9502509398641 -166.0205449090833, -143.5293576573152 -214.021987334917, -137.9502131939485 -244.2794767444779, -122.4415593596783 -250.129152299482, -106.932905525408 -255.9788278544861, -82.76095521211616 -236.94308945629, -55.24929990809055 -197.2143375358255, -27.73764460406494 -157.4855856153609, 0.8675108946342718 -100.3074967932847, 24.2662131146507 -38.27288145620357)",69.33413479019819
